Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,,,,,,,,
44,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
45,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
46,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
47,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
48,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
49,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
50,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
51,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
52,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
53,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
54,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
34,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
35,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
36,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
37,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
38,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
39,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
43,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
44,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
45,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
46,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
47,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
48,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
49,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
50,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
51,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
52,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
24,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
25,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
26,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
27,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
28,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
36,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
37,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
38,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
39,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
22,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
23,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
24,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
25,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
26,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
27,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
28,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
32,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
33,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
36,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
18,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
19,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
20,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
21,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
22,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
23,[setupapi.dll],1,0,0.01,0,setupapi.dll,,,,,,,,
24,[devobj.dll],1,0,0.01,0,devobj.dll,,,,,,,,
25,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
26,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
27,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
28,[kernel32.dll],1,0,0.01,0,kernel32.dll,,,,,,,,
29,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
36,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
37,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
15,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
16,[PortableDeviceApi.dll],1,0,0.01,0,PortableDeviceApi.dll,,,,,,,,
17,[setupapi.dll],1,0,0.01,0,setupapi.dll,,,,,,,,
18,[devobj.dll],1,0,0.01,0,devobj.dll,,,,,,,,
19,[devobj.dll],1,0,0.01,0,devobj.dll,,,,,,,,
20,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
21,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
22,[cfgmgr32.dll],1,0,0.01,0,cfgmgr32.dll,,,,,,,,
23,[kernel32.dll],1,0,0.01,0,kernel32.dll,,,,,,,,
24,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
25,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
26,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
27,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
28,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
29,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
30,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
31,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
32,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
12,[audiodev.dll],1,0,0.01,0,audiodev.dll,,,,,,,,
13,[audiodev.dll],1,0,0.01,0,audiodev.dll,,,,,,,,
14,[audiodev.dll],1,0,0.01,0,audiodev.dll,,,,,,,,
15,[audiodev.dll],1,0,0.01,0,audiodev.dll,,,,,,,,
16,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
17,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
18,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
19,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
20,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
21,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
22,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
18,[user32.dll],1,0,0.01,0,user32.dll,,,,,,,,
19,[win32u.dll],1,0,0.01,0,win32u.dll,,,,,,,,
20,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
21,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
22,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
23,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
24,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
25,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
26,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
27,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
28,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
28,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
36,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
37,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
38,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
39,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
44,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
45,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
27,[user32.dll],1,0,0.01,0,user32.dll,,,,,,,,
28,[user32.dll],1,0,0.01,0,user32.dll,,,,,,,,
29,[win32u.dll],1,0,0.01,0,win32u.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
36,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
37,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
38,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
39,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
40,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
41,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
44,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
45,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
46,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
47,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
48,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
25,[user32.dll],1,0,0.01,0,user32.dll,,,,,,,,
26,[user32.dll],1,0,0.01,0,user32.dll,,,,,,,,
27,[win32u.dll],1,0,0.01,0,win32u.dll,,,,,,,,
28,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
32,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
33,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
34,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
35,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
36,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
37,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
38,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
39,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
40,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
41,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
44,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
45,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
46,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
17,[win32u.dll],1,0,0.01,0,win32u.dll,,,,,,,,
18,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
19,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
20,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
21,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
22,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
23,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
24,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
25,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
26,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
17,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
18,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
19,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
20,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
21,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
22,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
23,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
24,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
25,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
28,[win32u.dll],1,0,0.01,0,win32u.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
33,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
34,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
35,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
36,[wow64win.dll],1,0,0.01,0,wow64win.dll,,,,,,,,
37,[wow64win.dll],1,1,0.01,0.01,wow64win.dll,,,,,,,,
12,[ExplorerFrame.dll],1,0,0.01,0,ExplorerFrame.dll,,,,,,,,
13,[ExplorerFrame.dll],1,0,0.01,0,ExplorerFrame.dll,,,,,,,,
14,[windows.storage.dll],1,0,0.01,0,windows.storage.dll,,,,,,,,
15,[windows.storage.dll],1,0,0.01,0,windows.storage.dll,,,,,,,,
16,[shlwapi.dll],1,0,0.01,0,shlwapi.dll,,,,,,,,
17,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
18,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
19,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
20,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
21,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
22,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
23,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
24,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
25,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
26,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
27,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
28,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
46,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
46,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
47,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
48,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
43,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
44,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
45,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
46,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
47,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
48,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
49,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
39,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
44,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
45,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
46,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
47,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
40,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
43,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
44,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
40,[wininet.dll],1,0,0.01,0,wininet.dll,,,,,,,,
41,[wininet.dll],1,0,0.01,0,wininet.dll,,,,,,,,
42,[wininet.dll],1,0,0.01,0,wininet.dll,,,,,,,,
43,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
44,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
45,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
46,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
47,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
48,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
49,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
50,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
51,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
52,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
53,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
54,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
55,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
36,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
37,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
38,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
39,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
40,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
41,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
44,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
35,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
36,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
37,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
38,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
39,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
40,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
41,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
42,[TortoiseSVN32.dll],1,0,0.01,0,TortoiseSVN32.dll,,,,,,,,
43,[TortoiseSVN32.dll],1,1,0.01,0.01,TortoiseSVN32.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
35,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
36,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
37,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
38,[wow64cpu.dll],1,1,0.01,0.01,wow64cpu.dll,,,,,,,,
29,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
30,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
29,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
30,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
31,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
35,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
36,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
37,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
38,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
39,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
43,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
44,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
45,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
46,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
47,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
48,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
49,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
50,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
51,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
29,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
30,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
31,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
35,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
36,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
37,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
38,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
39,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
40,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
41,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
29,[ws2_32.dll],1,0,0.01,0,ws2_32.dll,,,,,,,,
30,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
31,[KernelBase.dll],1,0,0.01,0,KernelBase.dll,,,,,,,,
32,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
33,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
34,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
35,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
36,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
37,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
38,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
39,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
40,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
41,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
38,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
39,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
40,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
41,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
43,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
44,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
45,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
46,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
47,[ntdll.dll],1,1,0.01,0.01,ntdll.dll,,,,,,,,
35,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
36,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
37,[ntdll.dll],1,0,0.01,0,ntdll.dll,,,,,,,,
38,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
39,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
40,[wow64cpu.dll],1,0,0.01,0,wow64cpu.dll,,,,,,,,
41,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
42,[wow64.dll],1,0,0.01,0,wow64.dll,,,,,,,,
